date,symbol,open,high,low,close,volume
2024-10-17,CINF,140.5000,141.8300,139.8100,141.3000,1007687
2024-10-17,CL,101.8300,101.8900,100.0700,100.5300,3377356
2024-10-17,CLX,163.4200,163.8573,162.2150,162.6100,664147
2024-10-17,CMCSA,38.4541,38.6077,37.6143,38.1380,18035757
2024-10-17,CME,228.2100,230.1200,226.8750,227.2300,1816833
2024-10-17,CMG,59.2400,59.3850,58.5200,58.8600,6326135
2024-10-17,CMI,335.0000,335.0000,332.0000,332.9900,474249
2024-10-17,CMS,70.9900,71.3000,70.7800,71.0100,1344810
2024-10-17,CNC,63.0000,63.4600,62.0950,63.0000,14593554
2024-10-17,CNP,30.0800,30.2400,29.7650,30.1800,9458196
2024-10-17,COF,158.6000,160.4500,158.0700,159.7500,2771948
2024-10-17,COIN,209.2000,209.4500,201.1300,204.2000,8908025
2024-10-17,COO,108.4600,108.7300,106.6000,106.7800,1193332
2024-10-17,COP,105.3200,106.2400,104.9400,106.1500,5093494
2024-10-17,COR,234.4300,236.7000,233.5816,235.6400,1231775
2024-10-17,COST,891.5550,895.3300,882.8000,885.2900,1321463
2024-10-17,CPAY,347.9100,351.1200,346.0500,350.4100,586994
2024-10-17,CPB,48.2700,48.7350,48.1650,48.7100,1339135
2024-10-17,CPRT,54.9000,54.9500,53.5510,53.6900,3800584
2024-10-17,CPT,120.4900,120.5250,119.1300,119.3100,679868
2024-10-17,CRL,198.0700,198.6000,195.5500,197.7800,695481
2024-10-17,CRWD,310.0000,313.7400,306.2400,310.3400,3078372
2024-10-17,CSCO,56.3750,56.5750,55.8500,56.4000,18383351
2024-10-17,CSGP,77.3000,78.5200,76.7905,78.3300,2791222
2024-10-17,CSX,33.9000,34.2800,33.0900,33.0900,28487949
2024-10-17,CTAS,214.3840,214.9830,212.3850,213.4360,1159329.1069114
2024-10-17,CTRA,23.9200,24.1150,23.7000,24.0700,4948327
2024-10-17,CTSH,77.6100,78.0000,76.8800,77.7400,2012468
2024-10-17,CTVA,58.7600,59.1257,58.3700,58.9500,2659864
2024-10-17,CVS,63.4100,63.9200,62.5000,63.6700,9744265
2024-10-17,CVX,149.2600,151.3300,148.9700,151.2000,6593136
2024-10-17,CZR,44.7100,45.6000,44.6700,45.5500,2459332
2024-10-17,DAY,63.9700,64.3800,63.0200,63.8900,750281
2024-10-17,DDOG,127.3300,127.9100,124.7600,126.2200,2506087
2024-10-17,DHR,277.5000,279.4100,270.9700,271.9800,3222112
2024-10-17,DRI,162.4500,164.3300,161.8050,164.2700,911213
2024-10-17,DVA,163.9900,165.2500,159.6400,160.1000,714115
2024-10-17,ED,106.4400,106.4500,105.0050,105.6600,1727853
2024-10-17,GLW,46.4885,46.5500,46.0500,46.5200,2985573
2024-10-17,GOOG,167.3800,167.9300,164.3700,164.5100,15113356
2024-10-17,GOOGL,165.5400,166.1800,162.5740,162.7430,21477982
2024-10-17,KMX,75.0100,75.3100,74.2600,75.1200,1222710
2024-10-17,KO,70.6300,70.6900,69.5800,69.9000,14674631
2024-10-17,LNT,62.3400,62.4900,61.9000,61.9800,1585409
2024-10-17,MMM,136.6100,136.6600,135.1150,135.6800,2328475
2024-10-17,MO,50.0800,50.3100,49.6800,49.7400,6263941
2024-10-17,SCHW,72.5200,72.7100,71.7550,71.9100,8717821
2024-10-17,STZ,244.1800,244.1800,238.8400,240.0400,1473374
2024-10-17,T,21.5600,21.7700,21.5300,21.7300,25471185
2024-10-17,TECH,72.2800,72.7400,69.9300,70.1500,930295
2024-10-17,XYZ,73.7550,74.1800,72.6300,73.6800,4860951
2024-10-18,A,138.5300,139.5200,137.2375,138.8300,1185274
2024-10-18,AAPL,234.8570,234.8570,232.7000,233.6850,46692784
2024-10-18,ABBV,188.9700,189.6900,188.1640,188.8600,5607902
2024-10-18,ABNB,136.8100,136.8900,135.1600,136.4500,2391131
2024-10-18,ABT,117.9000,119.8500,117.6700,119.3900,6742032
2024-10-18,ACGL,108.4700,108.6800,107.6435,108.5300,4339404
2024-10-18,ACN,375.5100,377.3300,373.6500,376.8600,1893296
2024-10-18,ADBE,491.2900,499.0000,491.0501,494.9000,2011121
2024-10-18,ADI,229.1700,229.7800,226.9700,228.3300,1763100
2024-10-18,ADM,58.5500,58.6500,55.9050,56.4000,4330159
2024-10-18,ADP,292.5700,292.7600,290.2400,292.2900,2738202
2024-10-18,ADSK,290.5700,294.1300,290.0000,292.9900,1511702
2024-10-18,AEE,88.1900,88.9050,87.5400,88.8400,952324
2024-10-18,AEP,100.8300,100.8400,99.7600,100.6900,3111829
2024-10-18,AES,17.3800,17.4700,17.1900,17.4700,4422377
2024-10-18,AFL,115.4400,115.4400,113.9100,114.5000,1996871
2024-10-18,AIG,79.4900,79.7700,78.1600,78.5500,2658652
2024-10-18,AIZ,198.7100,198.8000,196.9900,197.5000,294801
2024-10-18,AJG,292.0000,292.0000,288.2250,289.2500,738646
2024-10-18,AKAM,105.2000,106.8000,104.7601,106.6700,1622732
2024-10-18,ALB,96.7100,97.6400,94.4500,95.1400,2082010
2024-10-18,ALGN,217.4200,219.7100,215.1800,219.7000,828386
2024-10-18,ALL,194.8200,195.7200,193.5239,195.3700,1051563
2024-10-18,ALLE,155.4400,156.0970,152.9200,153.3600,820380
2024-10-18,AMAT,186.2800,186.7900,184.6400,186.3600,5758553
2024-10-18,AMCR,52.8047,52.8513,52.0583,52.4315,1909824
2024-10-18,AMD,157.4100,158.0100,155.5600,155.9700,23822985
2024-10-18,AME,170.2100,170.7300,168.8000,169.4000,719148
2024-10-18,AMGN,320.6100,322.5600,319.1800,321.6600,1552126
2024-10-18,AMP,523.1200,524.8850,519.3650,523.1600,480121
2024-10-18,AMT,225.8700,227.0600,224.1900,226.3000,1441933
2024-10-18,AMZN,187.1500,190.7400,186.2800,188.9900,37417670
2024-10-18,ANET,102.0900,102.0900,99.8925,100.5000,6158140
2024-10-18,AON,359.8900,359.8900,356.4600,357.9300,1529005
2024-10-18,AOS,79.0000,79.1700,78.2800,78.7500,1032245
2024-10-18,APA,24.9800,25.1850,24.6650,25.1600,4528145
2024-10-18,APD,329.9500,332.1700,328.0400,332.1000,1074148
2024-10-18,APH,67.6900,67.9700,67.1500,67.4600,10159224
2024-10-18,APO,145.0600,145.8791,143.8200,145.0100,2119715
2024-10-18,APTV,72.8000,73.4700,71.2400,71.7600,2134913
2024-10-18,ARE,122.2500,122.2500,120.9600,121.7900,1760136
2024-10-18,ATO,143.8800,143.8800,142.3800,143.2600,779021
2024-10-18,AVB,226.0300,227.7200,225.3300,227.1400,533150
2024-10-18,AVGO,182.3200,182.7100,178.6800,179.8900,17835247
2024-10-18,AVY,219.9500,221.5400,217.0700,217.3300,427863
2024-10-18,AWK,141.0100,142.2000,139.0900,141.9600,818528
2024-10-18,AXON,438.7800,438.7800,434.0000,438.0500,228792
2024-10-18,AXP,276.8000,279.2000,269.0500,276.7900,7884358
2024-10-18,AZO,3180.4600,3197.2100,3141.4400,3182.0700,113374
2024-10-18,BA,155.8400,156.3700,153.9000,155.0000,6030173
2024-10-18,BAC,42.4300,42.6450,42.1100,42.3200,30593526
2024-10-18,BALL,67.3400,67.8400,66.8600,67.2500,1792313
2024-10-18,BAX,36.9000,36.9900,36.5950,36.8600,1984343
2024-10-18,BBY,96.5100,96.7700,95.9700,96.1400,1864675
2024-10-18,BDX,241.7600,244.1299,240.2050,243.7500,1082880
2024-10-18,BG,91.7100,91.8700,88.2600,89.5500,5329820
2024-10-18,BIIB,188.2200,191.1900,187.9400,190.1600,928129
2024-10-18,BK,77.7400,77.7500,76.5000,76.6700,4827920
2024-10-18,BKNG,4370.7700,4377.7700,4334.5000,4350.8200,146110
2024-10-18,BKR,36.7300,36.9433,35.9850,36.4000,6345594
2024-10-18,BLDR,196.4700,196.4700,193.1300,194.9700,875298
2024-10-18,BLK,999.0560,999.0560,988.0660,996.6200,510721
2024-10-18,BMY,53.2600,53.3300,52.3350,53.2200,7184496
2024-10-18,BR,218.7200,219.4100,217.6500,219.1000,288568
2024-10-18,BRO,107.3800,107.3800,105.4500,106.3900,4537563
2024-10-18,BSX,86.1200,88.7050,85.5000,88.0700,6349645
2024-10-18,BX,171.5900,175.9400,170.0600,172.3600,5749146
2024-10-18,BXP,89.0100,90.1099,88.0800,89.7200,1058557
2024-10-18,C,64.1200,64.1200,62.7250,62.8500,13841159
2024-10-18,CAG,30.2700,30.3800,30.0600,30.3200,5561849
2024-10-18,CAH,111.8900,112.5600,111.0400,112.4100,1369588
2024-10-18,CARR,81.8100,81.9900,81.2100,81.5500,2306975
2024-10-18,CAT,396.2500,396.4500,389.7200,393.8600,3024091
2024-10-18,CB,301.4800,301.9800,298.1500,301.6600,1705625
2024-10-18,CBOE,210.5500,211.2100,208.3500,209.2750,702646
2024-10-18,CBRE,125.5000,125.9800,124.6600,125.6800,1509719
2024-10-18,CCI,111.9100,113.0250,110.6000,112.3800,2336240
2024-10-18,CCL,21.3600,21.4200,21.0500,21.3200,17996290
2024-10-18,CDNS,263.2300,265.1200,258.2500,258.5200,4062607
2024-10-18,CDW,222.0400,222.1700,217.9700,218.3100,933605
2024-10-18,CEG,267.7800,272.5800,265.0000,270.1600,1708815
2024-10-18,CF,86.0100,86.2600,83.5000,83.9900,1269671
2024-10-18,CFG,42.3300,42.5700,41.8000,42.4700,5760325
2024-10-18,CHD,104.9300,105.1500,103.7900,104.3400,1520125
2024-10-18,CHRW,111.0500,111.0500,109.2700,110.1250,1683959
2024-10-18,CHTR,328.0500,329.5300,324.2000,325.6100,931900
2024-10-18,CI,353.5500,353.5500,335.9600,336.0000,2712344
2024-10-18,CINF,140.9600,141.6800,139.9300,141.4000,625616
2024-10-18,CL,99.7300,100.5400,98.7600,100.4600,4502563
2024-10-18,CLX,162.1800,162.4400,160.7000,161.9600,682801
2024-10-18,CMCSA,37.8851,38.2645,37.8129,37.8670,15710490
2024-10-18,CME,227.2300,229.1400,226.0000,228.3200,1203010
2024-10-18,CMG,59.3000,59.4950,58.7500,59.3900,5863721
2024-10-18,CMI,335.0000,340.8200,333.0800,335.5100,1534690
2024-10-18,CMS,71.0100,71.5300,70.6850,71.2900,1706878
2024-10-18,CNC,63.1400,63.1400,61.6200,62.0200,5846017
2024-10-18,CNP,30.2100,30.2750,29.9750,30.1100,4832074
2024-10-18,COF,159.7000,159.7600,155.3600,159.0300,2516982
2024-10-18,COIN,208.0500,220.2600,207.1403,220.2100,13569592
2024-10-18,COO,106.7800,108.5450,106.5400,108.2600,733653
2024-10-18,COP,105.9300,106.1400,104.7000,105.6700,4326673
2024-10-18,COR,236.4100,238.1550,234.8350,237.4300,1210073
2024-10-18,COST,885.7600,890.6100,883.7500,889.5600,1654015
2024-10-18,CPAY,353.1500,355.4700,349.8200,353.5100,433688
2024-10-18,CPB,48.5600,48.6800,48.2250,48.5000,1776282
2024-10-18,CPRT,53.6900,54.0750,53.1700,53.8800,8538483
2024-10-18,CPT,119.8900,121.0700,119.5600,120.7400,682742
2024-10-18,CRL,199.1400,200.5200,195.7600,197.7700,707810
2024-10-18,CRWD,310.3400,313.8800,306.8100,310.1500,2897118
2024-10-18,CSCO,56.4100,56.8700,56.2100,56.7600,17679841
2024-10-18,CSGP,78.4700,79.7800,77.9300,79.2500,2718136
2024-10-18,CSX,33.2000,34.3300,33.1300,34.1200,21248587
2024-10-18,CTAS,213.5260,213.8150,212.4480,213.6350,1250247.4709393
2024-10-18,CTRA,24.0250,24.0400,23.4000,23.7800,3970521
2024-10-18,CTSH,77.7400,78.0500,77.3400,78.0000,3058473
2024-10-18,CTVA,59.3700,59.6800,58.9300,59.4100,2604282
2024-10-18,CVS,59.5400,60.4599,57.4700,60.3400,42250233
2024-10-18,CVX,150.8150,151.0800,149.3750,150.7500,5208202
2024-10-18,CZR,45.8800,45.8800,45.0500,45.1800,1524110
2024-10-18,DAY,64.0800,65.2500,63.8500,65.0000,1259611
2024-10-18,DDOG,129.0000,130.1700,127.1900,128.1200,3575210
2024-10-18,DHR,272.5300,275.5100,271.3100,274.3800,1949849
2024-10-18,DRI,164.8500,164.8500,163.0250,164.5900,723449
2024-10-18,DVA,160.2100,162.5400,158.2700,161.9700,575209
2024-10-18,ED,105.9600,106.7700,105.2600,106.7600,6365337
2024-10-18,GLW,46.4600,46.7100,46.1900,46.6600,2036706
2024-10-18,GOOG,164.8700,166.3699,164.7500,165.0500,13091267
2024-10-18,GOOGL,163.0030,164.5210,162.8930,163.2330,19780304
2024-10-18,KMX,75.2500,75.2500,74.1100,74.7000,1198301
2024-10-18,KO,69.8700,70.5500,69.6050,70.4400,15087519
2024-10-18,LNT,61.8300,62.3500,61.5900,62.1700,1212419
2024-10-18,MMM,135.6900,136.1200,134.2900,135.1400,2791646
2024-10-18,MO,49.6800,49.7200,48.8600,49.6100,7148405
2024-10-18,SCHW,72.5800,72.6100,71.1900,71.3600,8948366
2024-10-18,STZ,240.6700,242.0600,239.8600,241.5200,1647685
2024-10-18,T,21.7300,22.0600,21.6300,21.8500,27277372
2024-10-18,TECH,70.6100,71.3150,69.9200,71.2400,834004
2024-10-18,XYZ,73.6700,74.9400,72.7080,74.6600,4293354
2024-10-21,A,138.3500,138.8100,136.2200,136.7600,975947
2024-10-21,AAPL,233.1380,235.5240,233.1380,235.1570,36458507
2024-10-21,ABBV,188.7100,189.3800,185.8900,186.5400,4496592
2024-10-21,ABNB,135.6600,137.9900,135.1300,137.1900,2900530
2024-10-21,ABT,118.8900,118.9200,116.6000,116.9900,8303389
2024-10-21,ACGL,108.5300,109.6100,107.9600,108.5000,1302308
2024-10-21,ACN,375.0000,377.3400,374.2100,376.0300,1785135
2024-10-21,ADBE,492.9600,500.6499,492.9600,497.7100,1679657
2024-10-21,ADI,226.3000,226.4100,222.4100,225.6700,2212385
2024-10-21,ADM,56.6700,57.1700,55.8700,56.1300,1953444
2024-10-21,ADP,291.7300,291.9900,289.1750,290.9100,1044404
2024-10-21,ADSK,291.3600,293.7450,288.8000,289.7800,1254454
2024-10-21,AEE,88.9800,89.0800,87.9400,88.2300,1208521
2024-10-21,AEP,100.7800,101.0800,99.6600,100.1600,2548122
2024-10-21,AES,17.5200,17.6650,17.0850,17.2100,7460858
2024-10-21,AFL,114.4400,114.6900,112.4500,112.7500,1256723
2024-10-21,AIG,78.5500,78.8100,77.3600,77.5500,2291210
2024-10-21,AIZ,196.8900,197.0700,194.2600,194.3700,208445
2024-10-21,AJG,288.1700,289.9300,286.1100,289.6200,577062
2024-10-21,AKAM,106.5000,106.7600,105.4000,106.1500,1391996
2024-10-21,ALB,94.5000,94.9500,92.9900,93.8400,2276748
2024-10-21,ALGN,219.4700,220.0000,215.2400,216.5600,768087
2024-10-21,ALL,194.9500,195.2750,192.4200,192.6400,1163275
2024-10-21,ALLE,153.3700,154.0900,151.4700,152.0100,722262
2024-10-21,AMAT,186.1600,186.7100,184.1000,184.4600,4918119
2024-10-21,AMCR,52.1983,52.4081,51.8251,51.8717,799713
2024-10-21,AMD,155.7600,158.0000,154.1500,157.9000,25781212
2024-10-21,AME,169.9400,170.6400,168.7550,169.3600,858564
2024-10-21,AMGN,320.1600,321.8000,315.8700,316.7400,1533183
2024-10-21,AMP,522.7600,523.8750,519.6100,522.6400,360416
2024-10-21,AMT,225.0900,228.0000,220.2800,221.4700,1295730
2024-10-21,AMZN,188.0500,189.4600,186.4000,189.0700,24639393
2024-10-21,ANET,100.8100,102.0670,100.3800,101.5020,6289632
2024-10-21,AON,356.7700,359.3700,356.0550,357.4300,776341
2024-10-21,AOS,78.8300,79.6000,78.1099,78.6000,1196640
2024-10-21,APA,25.4500,25.7500,25.0700,25.1100,4432838
2024-10-21,APD,330.4200,332.4250,328.9800,331.5600,857804
2024-10-21,APH,67.2300,67.5300,66.6750,66.8700,8212804
2024-10-21,APO,145.8700,145.8700,143.9300,144.7600,2143093
2024-10-21,APTV,72.4600,72.6400,70.0100,70.1000,2289108
2024-10-21,ARE,121.5100,121.7000,119.2850,119.5200,1805833
2024-10-21,ATO,143.7600,143.7600,141.7100,142.2100,649533
2024-10-21,AVB,226.3100,226.5400,222.9000,224.1500,606814
2024-10-21,AVGO,179.3800,181.7199,178.2500,179.9900,13695149
2024-10-21,AVY,216.3100,216.9627,214.5600,215.4100,470489
2024-10-21,AWK,141.9400,142.7900,140.7000,141.0500,564938
2024-10-21,AXON,439.0000,444.1600,435.2900,443.9800,335656
2024-10-21,AXP,275.0000,276.3643,269.5300,270.7400,4092739
2024-10-21,AZO,3185.0000,3223.4900,3185.0000,3218.4800,94077
2024-10-21,BA,160.2500,163.4400,158.3600,159.8200,13277553
2024-10-21,BAC,42.2500,42.4100,41.7400,41.7600,26589499
2024-10-21,BALL,67.1000,67.2000,65.9401,66.1900,1376618
2024-10-21,BAX,36.7900,36.8500,36.4300,36.5700,1593267
2024-10-21,BBY,95.9600,96.3075,92.9400,93.1700,2323444
2024-10-21,BDX,243.3400,243.3400,239.9510,240.5200,586807
2024-10-21,BG,90.0000,90.4400,88.7200,88.8500,2186294
2024-10-21,BIIB,190.1600,190.4000,184.0200,184.6500,1252578
2024-10-21,BK,76.2000,76.2900,75.6300,75.8800,2306278
2024-10-21,BKNG,4323.2300,4376.1100,4323.2300,4363.7200,132309
2024-10-21,BKR,36.5900,36.9050,36.2750,36.4500,5129168
2024-10-21,BLDR,194.4600,194.7904,184.2400,184.8400,1275263
2024-10-21,BLK,994.6210,998.1610,986.9140,990.1950,314467
2024-10-21,BMY,53.2800,53.3000,52.1000,52.1200,5353059
2024-10-21,BR,218.1000,219.3865,217.2500,218.8100,421904
2024-10-21,BRO,106.3500,106.4900,105.3900,106.0500,1551806
2024-10-21,BSX,88.0800,88.7900,87.8650,88.0500,5616700
2024-10-21,BX,171.5000,174.1599,170.4000,170.7700,3386741
2024-10-21,BXP,89.3900,89.7499,86.8300,86.9300,1303053
2024-10-21,C,62.7900,62.9100,61.7300,61.8300,12188498
2024-10-21,CAG,30.3500,30.3600,29.3650,29.5100,5261751
2024-10-21,CAH,112.7100,113.1900,111.8450,112.3200,1401876
2024-10-21,CARR,81.5300,82.1800,81.0100,81.3800,2364708
2024-10-21,CAT,392.2900,393.1500,389.2400,390.4800,2376089
2024-10-21,CB,301.3800,302.0000,297.0200,297.8500,1054724
2024-10-21,CBOE,209.2800,212.6700,209.1550,212.4200,595988
2024-10-21,CBRE,124.9900,126.0050,123.3750,123.5200,1905402
2024-10-21,CCI,112.2000,113.1300,109.9600,110.1900,2111352
2024-10-21,CCL,21.2500,21.3800,21.0300,21.2800,17595589
2024-10-21,CDNS,256.0000,258.1300,252.7100,253.1500,2828352
2024-10-21,CDW,217.6500,220.7200,216.3700,220.3500,901727
2024-10-21,CEG,273.0800,274.1200,268.0100,273.7200,1650884
2024-10-21,CF,84.3100,84.6500,83.6900,84.1800,976000
2024-10-21,CFG,42.2600,42.6050,40.9300,41.0600,6356883
2024-10-21,CHD,104.1600,104.7800,103.3100,103.9100,939741
2024-10-21,CHRW,109.9000,109.9000,108.4600,108.8800,1056919
2024-10-21,CHTR,325.1800,325.6800,315.0025,315.4100,1018760
2024-10-21,CI,333.3200,333.3200,318.2350,320.2300,4638585
2024-10-21,CINF,141.5300,142.2500,139.6790,140.1700,452101
2024-10-21,CL,100.0000,100.4850,99.1900,99.3600,2456416
2024-10-21,CLX,161.9600,162.1800,160.0600,160.3900,790979
2024-10-21,CMCSA,37.8941,37.9078,36.5395,36.6027,18085991
2024-10-21,CME,226.6100,228.0300,225.9900,227.0500,1138187
2024-10-21,CMG,59.7400,59.8450,59.2100,59.7000,6425005
2024-10-21,CMI,335.1500,337.0000,333.0900,333.6300,465465
2024-10-21,CMS,71.3300,71.5100,70.8800,71.1700,982091
2024-10-21,CNC,61.9700,62.5300,60.9700,61.0000,14953442
2024-10-21,CNP,30.1100,30.2500,29.9130,30.0900,4791749
2024-10-21,COF,158.5800,159.6200,156.0200,157.0200,2265774
2024-10-21,COIN,215.4000,216.8600,208.1300,213.7200,12686426
2024-10-21,COO,107.9500,108.3825,106.6000,106.7200,765008
2024-10-21,COP,106.6500,106.8399,104.6900,104.9900,4387062
2024-10-21,COR,238.0000,239.1100,236.0100,236.5400,848258
2024-10-21,COST,889.0000,891.4000,883.7000,886.7700,1184880
2024-10-21,CPAY,353.5000,353.8800,348.3400,348.7900,374750
2024-10-21,CPB,48.4500,48.5400,47.0500,47.2600,1673913
2024-10-21,CPRT,53.7000,53.8500,52.5000,52.5600,4097637
2024-10-21,CPT,120.2500,120.2500,117.7000,118.0700,1160967
2024-10-21,CRL,196.6000,197.6400,194.9100,195.0400,592577
2024-10-21,CRWD,309.6600,316.9980,308.1100,309.5500,3293498
2024-10-21,CSCO,56.6900,57.0550,56.5100,56.5900,14083608
2024-10-21,CSGP,78.4900,79.2700,77.0000,77.3600,2546815
2024-10-21,CSX,34.0700,34.2000,33.6100,33.6600,10142799
2024-10-21,CTAS,212.5170,213.1660,210.4820,211.1700,826013.19787891
2024-10-21,CTRA,23.9800,24.1150,23.6550,23.8000,3856567
2024-10-21,CTSH,77.7600,77.9700,76.7600,76.8700,1884362
2024-10-21,CTVA,59.4700,59.4800,58.5500,59.2500,3047080
2024-10-21,CVS,59.7500,60.2800,57.8700,58.1700,13579739
2024-10-21,CVX,152.0000,152.4800,150.4900,150.8800,5073999
2024-10-21,CZR,44.9600,45.1199,43.4100,43.8000,2025829
2024-10-21,DAY,64.8600,65.5300,64.4700,64.7900,971644
2024-10-21,DDOG,126.1200,128.8000,124.9300,125.8100,3279117
2024-10-21,DHR,273.1000,274.2100,270.2900,272.0900,2359613
2024-10-21,DRI,164.6600,165.6573,163.5000,164.0400,1184729
